Disease,Description,Symptoms,Diet,Medication,workout,Precautions
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"[('high_fever', 7), ('headache', 3), ('vomiting', 5), ('chills', 3), ('sweating', 3)]","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']","['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Limit fatty and greasy foods,"['avoid oily food', 'keep mosquitos out', 'Consult nearest hospital', 'avoid non veg food']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"[('high_fever', 7), ('headache', 3), ('vomiting', 5), ('chills', 3), ('sweating', 3)]","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']","['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Avoid alcohol and caffeine,"['avoid oily food', 'keep mosquitos out', 'Consult nearest hospital', 'avoid non veg food']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"[('high_fever', 7), ('headache', 3), ('vomiting', 5), ('chills', 3), ('sweating', 3)]","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']","['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Include vitamin C-rich foods,"['avoid oily food', 'keep mosquitos out', 'Consult nearest hospital', 'avoid non veg food']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"[('high_fever', 7), ('headache', 3), ('vomiting', 5), ('chills', 3), ('sweating', 3)]","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']","['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Consult a healthcare professional,"['avoid oily food', 'keep mosquitos out', 'Consult nearest hospital', 'avoid non veg food']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"[('high_fever', 7), ('headache', 3), ('vomiting', 5), ('chills', 3), ('sweating', 3)]","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']","['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Rest and conserve energy,"['avoid oily food', 'keep mosquitos out', 'Consult nearest hospital', 'avoid non veg food']"
Malaria,Malaria is a mosquito-borne infectious disease affecting humans and other animals.,"[('high_fever', 7), ('headache', 3), ('vomiting', 5), ('chills', 3), ('sweating', 3)]","['Malaria Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Oral rehydration solutions']","['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Gradually resume normal diet,"['avoid oily food', 'keep mosquitos out', 'Consult nearest hospital', 'avoid non veg food']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Stay hydrated,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Include easily digestible foods,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Include vitamin C-rich foods,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Consume protein-rich foods,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Include zinc-rich foods,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Avoid spicy and acidic foods,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Consult a healthcare professional,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Practice good hygiene,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Rest and conserve energy,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Chicken pox,Chicken pox is a highly contagious viral infection causing an itchy rash.,"[('high_fever', 7), ('fatigue', 4), ('lethargy', 2), ('itching', 1), ('skin_rash', 3)]","['Chicken Pox Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",Gradually resume normal diet,"['use neem in bathing ', 'take vaccine', 'consume neem leaves', 'avoid public places']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Stay hydrated,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Include nutrient-rich foods,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Consume foods rich in vitamin C and antioxidants,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Limit fatty and greasy foods,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Avoid caffeine and alcohol,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Include soft and easily digestible foods,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Consult a healthcare professional,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Rest and conserve energy,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Gradually resume normal diet,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Dengue,Dengue is a mosquito-borne viral infection causing flu-like symptoms.,"[('joint_pain', 3), ('fatigue', 4), ('vomiting', 5), ('chills', 3), ('skin_rash', 3)]","['Dengue Diet', 'Hydration', 'High-Calorie Diet', 'Soft and bland foods', 'Protein-rich foods']","['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",Follow medical recommendations,"['keep hydrated', 'avoid fatty spicy food', 'keep mosquitos away', 'drink papaya leaf juice']"
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"[('high_fever', 7), ('fatigue', 4), ('headache', 3), ('vomiting', 5), ('chills', 3)]","['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Consume easily digestible foods,"['medication', 'eat high calorie vegitables', 'antiboitic therapy', 'consult doctor']"
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"[('high_fever', 7), ('fatigue', 4), ('headache', 3), ('vomiting', 5), ('chills', 3)]","['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Stay hydrated,"['medication', 'eat high calorie vegitables', 'antiboitic therapy', 'consult doctor']"
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"[('high_fever', 7), ('fatigue', 4), ('headache', 3), ('vomiting', 5), ('chills', 3)]","['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Include nutrient-rich foods,"['medication', 'eat high calorie vegitables', 'antiboitic therapy', 'consult doctor']"
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"[('high_fever', 7), ('fatigue', 4), ('headache', 3), ('vomiting', 5), ('chills', 3)]","['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Consume foods rich in vitamin C and antioxidants,"['medication', 'eat high calorie vegitables', 'antiboitic therapy', 'consult doctor']"
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"[('high_fever', 7), ('fatigue', 4), ('headache', 3), ('vomiting', 5), ('chills', 3)]","['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Include protein-rich foods,"['medication', 'eat high calorie vegitables', 'antiboitic therapy', 'consult doctor']"
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"[('high_fever', 7), ('fatigue', 4), ('headache', 3), ('vomiting', 5), ('chills', 3)]","['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Avoid fatty and greasy foods,"['medication', 'eat high calorie vegitables', 'antiboitic therapy', 'consult doctor']"
Typhoid,Typhoid is a bacterial infection that can lead to a high fever and gastrointestinal symptoms.,"[('high_fever', 7), ('fatigue', 4), ('headache', 3), ('vomiting', 5), ('chills', 3)]","['Typhoid Diet', 'High-Calorie Diet', 'Soft and bland foods', 'Hydration', 'Protein-rich foods']","['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Consult a healthcare professional,"['medication', 'eat high calorie vegitables', 'antiboitic therapy', 'consult doctor']"
